pos	ac	het	n
6589	200	0	200
6633	2	2	200
6636	200	0	200
6712	200	0	200
6762	200	0	200
6766	154	32	200
6885	3	3	200
7025	5	5	200
7034	195	5	200
7122	5	5	200
7124	5	5	200
7129	195	5	200
7135	5	5	200
7149	5	5	200
7171	195	5	200
7184	195	5	200
7209	195	5	200
7277	195	5	200
7367	5	5	200
7407	5	5	200
7409	7	5	200
7423	5	5	200
7445	5	5	200
7468	5	5	200
7470	196	4	200
7554	195	5	200
7637	195	5	200
7655	6	4	200
7679	195	5	200
7756	4	4	200
7778	10	10	200
7868	10	10	200
7873	4	4	200
7909	5	5	200
8186	10	10	200
8204	30	26	200
8274	200	0	200
8276	5	5	200
8346	5	5	200
8429	7	7	200
8539	1	1	200
8721	40	30	200
8771	1	1	200
8901	195	5	200
9101	5	5	200
9117	195	5	200
9124	8	8	200
9234	5	5	200
9237	156	32	200
9243	10	10	200
9281	195	5	200
9371	5	5	200
9399	195	5	200
9410	5	5	200
9473	3	3	200
9560	2	2	200
9587	1	1	200
9713	4	4	200
9776	5	5	200
9914	5	5	200
9934	40	30	200
10056	154	32	200
10233	200	0	200
10393	195	5	200
10413	195	5	200
10416	195	5	200
10589	7	7	200
10645	5	5	200
10654	3	3	200
10665	3	3	200
10676	3	3	200
10740	200	0	200
10778	200	0	200
10823	5	5	200
10974	200	0	200
11081	195	5	200
11091	5	5	200
11106	5	5	200
11313	200	0	200
11374	22	16	200
11504	40	30	200
11655	5	5	200
11712	194	4	200
11795	195	5	200
11885	1	1	200
11900	199	1	200
12029	5	5	200
12047	5	5	200
12116	1	1	200
12175	7	7	200
12195	1	1	200
12222	199	1	200
12240	1	1	200
12243	1	1	200
12269	199	1	200
12290	6	4	200
12312	1	1	200
12339	5	5	200
12429	199	1	200
12670	46	32	200
12688	5	5	200
12918	195	5	200
13174	46	36	200
13183	3	3	200
13367	3	3	200
13385	5	5	200
13723	5	5	200
13795	195	5	200
13835	5	5	200
13955	40	28	200
13982	8	8	200
14105	5	5	200
92	3	3	194
325	34	34	136
347	18	18	134
353	20	20	134
367	7	7	182
391	48	48	152
453	32	32	130
465	31	31	128
469	1	1	200
491	6	6	180
686	4	4	170
688	23	23	142
714	36	36	136
746	7	7	182
1004	4	4	196
1026	30	28	122
1040	23	23	138
1349	4	4	178
1381	6	6	170
1495	100	98	198
1511	2	0	180
1543	1	1	198
1603	2	2	186
1688	6	6	176
1778	1	1	198
1796	26	26	152
1798	77	75	166
1822	32	32	124
1984	31	29	138
2149	2	2	196
2163	1	1	200
2221	24	24	158
2289	4	4	178
2329	49	49	138
2369	1	1	198
2605	1	1	200
23	21	21	200
50	79	49	200
287	200	0	200
289	200	0	200
510	5	5	200
570	5	5	200
578	197	3	200
601	3	3	200
626	1	1	200
652	2	2	200
653	8	8	200
779	3	3	200
802	10	10	200
852	3	3	200
988	55	37	200
999	2	2	200
1143	3	3	200
1159	53	39	200
1217	79	49	200
1382	4	4	200
2019	11	11	200
2036	1	1	200
2228	21	21	200
2535	67	49	200
2695	14	14	200
3044	4	4	200
3135	5	5	200
3187	1	1	200
3362	1	1	200
3700	200	0	200
3761	2	2	200
3808	5	3	200
3883	195	3	200
4165	200	0	200
4185	1	1	200
4202	51	39	200
4497	2	2	200
4957	200	0	200
5201	200	0	200
11	98	98	200
55	102	98	200
136	52	52	138
209	5	5	172
402	98	98	200
416	4	4	180
423	100	96	200
560	8	8	160
606	100	98	200
747	1	1	198
750	100	100	200
763	100	94	194
764	1	1	190
49	6	6	200
349	1	1	200
398	33	27	200
575	2	2	200
736	15	15	200
749	2	2	200
797	1	1	200
927	19	15	200
1201	5	3	200
1413	2	2	200
1645	5	5	200
1676	189	11	200
1776	20	16	200
1932	1	1	200
2019	34	22	200
2048	1	1	200
2476	20	16	200
2711	7	5	200
2730	1	1	200
2756	8	8	200
2846	1	1	200
2860	8	8	200
2913	15	15	200
2947	192	8	200
3303	15	15	200
3406	200	0	200
3481	50	40	200
3494	200	0	200
3580	183	15	200
3621	200	0	200
3628	200	0	200
3734	51	41	200
4301	3	3	200
4369	2	2	200
4394	4	4	200
4404	95	61	200
4555	1	1	200
4613	1	1	200
4708	200	0	200
4728	200	0	200
5034	14	14	200
5121	2	2	200
5123	33	23	200
5215	200	0	200
5465	15	15	200
5573	5	3	200
5628	166	26	200
5709	1	1	200
5716	4	4	200
5738	34	28	200
5779	34	28	200
5782	22	20	200
5803	15	15	200
5822	15	15	200
5884	166	28	200
6306	15	15	200
6328	6	6	200
6333	194	6	200
6355	194	6	200
6427	16	14	200
6520	200	0	200
6934	187	13	200
7357	185	13	200
7676	2	2	200
7682	1	1	200
7765	1	1	200
7837	199	1	200
8022	16	16	200
8031	1	1	200
8126	2	2	200
8184	200	0	200
8326	16	16	200
8332	6	6	200
8353	1	1	200
8483	6	6	200
8929	6	6	200
8972	194	6	200
8995	6	6	200
9121	11	11	200
9182	200	0	200
63	4	4	192
104	83	83	178
119	82	80	176
157	4	4	188
339	159	31	200
422	71	41	200
441	89	51	200
456	112	52	200
457	71	41	200
574	159	31	200
604	159	31	200
671	160	32	200
903	200	0	200
991	49	39	200
1061	199	1	200
1087	2	2	200
1282	2	2	200
1485	3	3	200
1650	11	9	200
1744	2	2	200
1829	2	2	200
1865	2	2	200
1872	68	40	200
1936	198	2	200
1963	1	1	200
2045	90	50	200
2130	2	2	200
2350	1	1	200
2363	1	1	200
2461	199	1	200
2473	1	1	200
2491	199	1	200
2564	199	1	200
2605	2	2	200
2631	71	41	200
2717	1	1	200
2805	3	3	200
2832	89	53	200
2839	20	16	200
2912	1	1	200
3104	90	52	200
3269	190	10	200
3356	12	12	200
3394	188	12	200
3488	14	14	200
3593	6	6	200
3637	2	2	200
3817	129	41	200
3838	90	52	200
3847	89	53	200
3895	160	32	200
3906	62	40	200
4082	71	41	200
4794	39	31	200
4814	89	53	200
5009	2	2	200
5056	2	2	200
5287	188	10	200
5367	200	0	200
5402	200	0	200
5932	131	39	200
5996	70	40	200
6207	200	0	200
6465	18	18	200
6485	71	41	200
6853	199	1	200
7020	5	5	200
7030	195	5	200
7057	195	5	200
7066	5	5	200
7130	71	41	200
7226	41	31	200
7405	1	1	200
7496	159	31	200
7505	40	32	200
7523	159	31	200
7564	160	32	200
7617	10	8	200
7983	39	31	200
7997	3	3	200
8049	88	52	200
8076	1	1	200
8102	42	30	200
8209	88	52	200
8211	3	3	200
9620	1	1	200
9663	7	7	200
9700	40	32	200
9805	40	30	200
9848	3	3	200
10264	1	1	200
10774	40	32	200
10909	162	30	200
10973	3	3	200
11019	2	2	200
11119	60	42	200
11197	160	32	200
11279	2	2	200
11375	161	31	200
11520	3	3	200
11581	8	8	200
11805	9	9	200
11903	161	29	200
11938	1	1	200
11995	11	11	200
12132	7	5	200
12198	41	31	200
12359	1	1	200
12370	200	0	200
12427	200	0	200
12539	88	52	200
12566	3	3	200
12768	179	15	200
12777	182	14	200
12779	2	2	200
12829	40	32	200
12841	2	2	200
12887	2	2	200
13047	160	32	200
13083	1	1	200
13097	1	1	200
13156	88	52	200
13213	1	1	200
13324	89	53	200
13941	3	3	200
108	162	32	200
131	163	33	200
271	9	9	200
290	190	8	200
580	200	0	200
595	37	33	200
678	52	40	200
815	150	42	200
838	13	13	200
847	187	13	200
956	186	12	200
1134	200	0	200
1135	200	0	200
1162	200	0	200
1178	105	51	200
1230	37	33	200
1231	37	33	200
1371	3	3	200
1569	58	36	200
1718	163	33	200
1740	41	27	200
1775	163	33	200
1848	163	33	200
1909	1	1	200
1959	3	3	200
2016	2	2	200
2023	200	0	200
2046	200	0	200
2050	200	0	200
2057	200	0	200
2169	200	0	200
2197	57	41	200
2229	57	41	200
380	98	98	200
406	1	1	196
427	102	98	200
508	2	2	182
528	1	1	200
582	8	8	176
28	63	45	200
35	117	55	200
53	1	1	200
130	120	54	200
251	199	1	200
263	3	3	200
438	19	19	200
504	3	1	200
761	1	1	200
802	2	2	200
1004	117	55	200
1102	1	1	200
1150	34	28	200
1173	19	19	200
1181	35	29	200
1214	82	54	200
1223	2	2	200
1252	117	55	200
1418	1	1	200
1473	55	37	200
1651	54	40	200
1772	19	19	200
2020	196	4	200
2024	196	4	200
2092	82	56	200
2106	198	2	200
2180	198	2	200
2293	172	28	200
2428	19	19	200
2683	2	0	200
2910	167	27	200
2931	165	29	200
3056	36	30	200
3081	199	1	200
3195	2	2	200
3216	198	2	200
3236	2	2	200
3241	19	15	200
3243	2	2	200
3601	28	28	200
3628	65	45	200
3632	3	3	200
3699	19	19	200
3708	3	3	200
3819	119	55	200
3933	1	1	200
4056	1	1	200
4101	29	27	200
4175	196	4	200
4252	81	55	200
4354	54	40	200
4653	4	4	200
4944	29	27	200
5088	1	1	200
5090	1	1	200
5216	1	1	200
5259	20	14	200
5270	5	5	200
5359	63	45	200
5527	28	28	200
5696	8	8	200
5871	19	19	200
5930	4	4	200
5981	195	5	200
5994	3	3	200
6072	12	8	200
6149	2	2	200
6177	2	2	200
6215	7	7	200
6218	19	15	200
6489	200	0	200
6810	55	39	200
6976	4	4	200
6999	28	28	200
7076	29	29	200
7085	29	29	200
7090	170	28	200
7101	13	11	200
7122	3	3	200
7174	1	1	200
7347	19	15	200
7395	6	6	200
7751	196	4	200
7769	13	11	200
7817	3	3	200
7842	13	11	200
7862	81	55	200
28	28	28	142
51	3	3	186
9	5	5	200
17	2	2	200
61	18	18	200
64	2	2	200
65	3	3	200
170	86	42	200
172	1	1	200
263	200	0	200
290	19	19	200
364	69	35	200
372	18	18	200
441	6	4	200
681	18	16	200
812	86	42	200
860	85	41	200
910	85	41	200
967	182	18	200
1023	114	42	200
1090	3	3	200
1149	67	33	200
1170	8	8	200
1394	1	1	200
1402	1	1	200
1418	68	36	200
1608	87	39	200
1685	86	42	200
1773	1	1	200
1851	114	42	200
1942	86	42	200
2006	115	41	200
2046	116	40	200
2056	86	42	200
2067	114	42	200
2145	1	1	200
2174	51	31	200
2257	86	42	200
2299	86	42	200
2468	11	11	200
2558	4	4	200
2705	10	8	200
2756	115	41	200
2847	113	41	200
2887	68	36	200
3008	115	41	200
3037	87	41	200
3154	25	25	200
3266	18	18	200
3386	86	42	200
3571	200	0	200
3675	86	42	200
3780	115	41	200
3894	85	41	200
4012	26	26	200
4030	2	2	200
4303	18	16	200
50	52	52	150
65	26	26	134
87	12	12	152
90	40	38	140
280	8	8	200
339	161	29	200
380	162	30	200
392	161	29	200
400	39	29	200
446	39	29	200
884	3	3	200
954	3	3	200
1079	1	1	200
1082	162	30	200
1271	38	30	200
1561	37	29	200
1835	6	4	200
1849	109	51	200
2106	2	2	200
2183	8	6	200
2198	38	30	200
2208	3	3	200
2297	162	28	200
2380	200	0	200
2394	200	0	200
2409	37	29	200
2440	39	29	200
2483	38	28	200
2887	4	4	200
2895	3	3	200
2955	4	4	200
3004	4	4	200
3006	4	4	200
3061	2	2	200
3079	4	4	200
3080	4	4	200
3081	196	4	200
3330	8	8	200
3364	162	30	200
3465	8	8	200
3482	15	15	200
3800	1	1	200
3865	200	0	200
4207	53	37	200
4430	32	26	200
4449	29	25	200
4462	1	1	200
4778	164	28	200
4884	8	6	200
4989	1	1	200
5113	200	0	200
5144	200	0	200
5561	4	4	200
5567	22	16	200
5581	88	52	200
5766	3	3	200
5902	89	51	200
5958	59	45	200
6040	179	19	200
6054	21	19	200
6082	22	18	200
6207	23	19	200
6229	17	17	200
6281	179	19	200
6321	1	1	200
6985	161	29	200
6985	17	17	200
7242	10	10	200
7284	200	0	200
7445	200	0	200
7756	9	9	200
63	36	36	152
135	2	2	194
184	2	2	194
41	14	14	200
59	200	0	200
78	200	0	200
146	35	25	200
338	11	9	200
368	69	51	200
519	3	3	200
1237	2	2	200
1435	199	1	200
1534	1	1	200
1583	199	1	200
1594	6	6	200
1597	118	56	200
1641	199	1	200
1919	200	0	200
1978	23	19	200
2066	14	14	200
2182	14	14	200
2208	126	48	200
2354	200	0	200
2359	20	20	200
2472	200	0	200
2567	1	1	200
2617	200	0	200
2747	1	1	200
3049	7	7	200
3080	11	9	200
3337	1	1	200
3488	8	6	200
3948	196	4	200
3967	196	4	200
4052	3	3	200
4303	36	26	200
4350	200	0	200
4368	36	24	200
4406	8	8	200
4493	1	1	200
4740	129	51	200
4754	21	17	200
5039	4	4	200
5075	3	3	200
5144	89	61	200
5160	89	61	200
5173	89	61	200
5206	114	60	200
5248	88	62	200
5258	199	1	200
5271	1	1	200
5320	20	20	200
5386	1	1	200
5433	1	1	200
5617	1	1	200
5633	15	13	200
5677	14	14	200
5906	6	6	200
5988	4	4	200
6101	190	8	200
6121	190	8	200
6150	4	4	200
6173	10	8	200
6178	190	8	200
6669	200	0	200
6713	200	0	200
6754	200	0	200
6798	1	1	200
6836	6	6	200
7076	8	8	200
7169	14	14	200
7282	2	2	200
7312	7	5	200
7389	8	8	200
7441	198	2	200
7457	2	2	200
7605	2	2	200
7621	3	3	200
7718	200	0	200
7822	200	0	200
7896	200	0	200
8063	21	19	200
8397	14	14	200
9339	20	20	200
9385	1	1	200
9508	200	0	200
9917	2	2	200
10136	184	14	200
10157	184	14	200
10167	170	26	200
10208	6	6	200
10265	3	3	200
10273	1	1	200
10393	185	15	200
10401	16	14	200
10573	187	13	200
10607	115	57	200
10622	15	15	200
10643	2	2	200
10669	3	3	200
10689	199	1	200
10704	199	1	200
10728	199	1	200
10776	1	1	200
10841	199	1	200
11289	196	4	200
11291	196	4	200
11324	4	4	200
11373	1	1	200
11461	200	0	200
11620	2	2	200
11769	1	1	200
11983	12	10	200
12243	3	3	200
12338	1	1	200
12433	20	20	200
12826	4	4	200
13130	198	2	200
13132	198	2	200
13181	14	14	200
13264	2	2	200
13274	4	4	200
13636	23	19	200
13960	200	0	200
14061	8	4	200
14202	4	4	200
14217	14	14	200
14235	20	20	200
14261	1	1	200
14478	6	6	200
14698	7	5	200
15000	8	8	200
15414	20	20	200
15755	2	2	200
16018	34	30	200
16087	2	2	200
16180	2	2	200
16203	200	0	200
16491	14	14	200
16818	20	20	200
16843	200	0	200
16866	2	2	200
16902	200	0	200
16947	2	2	200
16980	200	0	200
16990	36	26	200
17090	200	0	200
17124	3	3	200
17180	4	4	200
17528	79	55	200
17865	4	2	200
17973	2	2	200
51	2	2	200
64	2	2	200
84	198	2	200
95	2	2	200
165	2	2	200
168	2	2	200
196	48	36	200
228	3	3	200
244	2	2	200
261	2	2	200
277	2	2	200
453	121	51	200
542	47	35	200
607	65	51	200
638	28	24	200
788	69	41	200
790	200	0	200
793	122	52	200
917	14	14	200
1151	68	42	200
1344	9	9	200
1384	2	2	200
1443	2	2	200
1501	198	2	200
1575	1	1	200
1612	65	51	200
1784	200	0	200
1837	1	1	200
1945	150	42	200
2268	42	30	200
2339	3	3	200
2369	122	52	200
2369	9	9	200
2431	42	30	200
2517	200	0	200
2726	14	14	200
2730	1	1	200
2866	14	14	200
3410	2	2	200
3548	125	49	200
3671	2	2	200
3690	14	14	200
3702	62	52	200
3733	198	2	200
3749	184	16	200
3751	14	14	200
3803	187	13	200
3810	14	14	200
3883	2	2	200
3896	14	14	200
3936	1	1	200
3976	14	14	200
4040	14	14	200
4228	7	5	200
4271	7	7	200
4385	14	14	200
4447	186	14	200
4518	3	1	200
4540	2	2	200
4557	2	2	200
4653	51	43	200
4718	12	12	200
4900	63	51	200
5054	14	14	200
5237	3	3	200
5244	65	51	200
5521	8	4	200
5626	14	14	200
5728	8	8	200
5737	70	42	200
5909	51	39	200
6082	3	3	200
6103	64	52	200
6146	14	14	200
6185	3	3	200
6223	15	13	200
6284	1	1	200
6315	1	1	200
6355	63	51	200
6401	18	18	200
6602	7	5	200
6829	200	0	200
6949	50	38	200
7158	14	14	200
7226	14	14	200
7	41	41	130
42	5	5	176
125	12	12	160
202	36	34	124
206	22	22	134
238	33	33	136
24	3	3	200
55	12	10	200
89	190	10	200
116	9	9	200
121	10	10	200
172	21	19	200
216	1	1	200
325	1	1	200
361	6	6	200
370	6	6	200
469	193	5	200
477	2	2	200
514	6	6	200
582	4	4	200
609	196	4	200
725	187	13	200
738	9	7	200
818	191	9	200
859	6	6	200
1026	200	0	200
1038	2	2	200
1050	200	0	200
1109	8	8	200
1136	21	19	200
1197	1	1	200
1271	11	11	200
1402	1	1	200
1413	21	19	200
1904	200	0	200
2198	200	0	200
2212	200	0	200
2258	6	6	200
2267	21	19	200
2279	200	0	200
2338	1	1	200
2362	13	11	200
2529	1	1	200
2596	9	9	200
2652	2	2	200
3118	200	0	200
3223	7	7	200
3513	2	2	200
3609	3	3	200
3655	2	2	200
3763	1	1	200
3865	200	0	200
3874	1	1	200
4240	194	6	200
4561	181	17	200
4588	6	6	200
4616	48	36	200
4693	9	9	200
5038	8	6	200
5512	3	3	200
5822	2	2	200
5855	2	2	200
6002	13	11	200
6067	179	17	200
6071	20	18	200
6073	21	19	200
6077	179	19	200
6172	21	15	200
6194	159	33	200
6344	200	0	200
6713	1	1	200
7103	1	1	200
7225	19	17	200
7312	200	0	200
7334	200	0	200
7442	191	9	200
7538	200	0	200
7578	200	0	200
7608	31	27	200
7820	197	3	200
7885	3	3	200
8212	200	0	200
8289	200	0	200
8479	200	0	200
8574	21	19	200
8666	4	4	200
8816	72	40	200
8894	28	28	200
8944	4	4	200
8946	20	16	200
9005	200	0	200
9027	200	0	200
9033	200	0	200
9046	7	3	200
9111	3	3	200
9173	1	1	200
9473	10	8	200
9591	9	9	200
9596	3	3	200
9805	9	9	200
9987	2	2	200
10011	2	2	200
10170	8	8	200
10271	4	4	200
10483	160	34	200
10713	200	0	200
10786	200	0	200
10794	200	0	200
10879	31	27	200
11059	2	2	200
11109	21	21	200
11237	4	2	200
11429	2	2	200
11621	6	6	200
11798	3	3	200
12120	1	1	200
12162	200	0	200
12341	3	3	200
12538	21	21	200
12646	160	34	200
12667	28	28	200
13075	9	9	200
13133	200	0	200
13153	5	3	200
13344	19	17	200
13421	2	2	200
13490	7	5	200
13565	19	17	200
13602	2	2	200
13670	1	1	200
13721	8	6	200
13752	192	6	200
13769	8	6	200
13813	8	6	200
13839	191	5	200
13926	3	3	200
14031	9	9	200
14327	4	4	200
14393	19	17	200
14412	22	20	200
14439	22	20	200
14460	13	11	200
14503	180	18	200
14573	4	2	200
14649	200	0	200
14652	21	19	200
14671	200	0	200
14685	200	0	200
14726	6	6	200
15088	19	19	200
15178	4	4	200
15240	7	7	200
15359	3	3	200
15395	28	28	200
15521	2	2	200
15617	6	6	200
15672	19	17	200
15679	1	1	200
16113	160	34	200
16434	3	3	200
16437	3	3	200
16507	1	1	200
16577	200	0	200
3	99	53	200
96	200	0	200
112	99	53	200
155	200	0	200
322	102	52	200
430	17	15	200
498	9	7	200
499	99	53	200
570	1	1	200
712	3	3	200
829	99	53	200
935	3	3	200
1262	19	17	200
1315	194	6	200
1326	194	6	200
1359	6	6	200
1392	6	6	200
1618	99	51	200
1906	102	52	200
1907	1	1	200
1955	1	1	200
1963	3	3	200
2042	9	9	200
2073	8	6	200
2093	192	6	200
2272	9	9	200
2392	9	9	200
2398	44	34	200
2564	1	1	200
2720	100	54	200
2794	99	53	200
2922	200	0	200
3011	103	51	200
3137	6	6	200
3172	200	0	200
3278	6	4	200
3311	6	6	200
3406	181	17	200
3426	19	17	200
3438	19	17	200
3452	19	17	200
3452	120	44	200
3623	1	1	200
3636	100	54	200
3640	101	53	200
3948	10	8	200
4172	1	1	200
4206	10	10	200
4283	16	14	200
4329	200	0	200
4413	96	56	200
4520	197	3	200
4597	200	0	200
4641	13	13	200
4666	101	53	200
4851	100	52	200
4868	100	54	200
4914	44	34	200
4956	44	34	200
5163	5	5	200
5183	195	5	200
5204	196	4	200
5229	2	2	200
5255	5	5	200
5257	82	56	200
5288	2	2	200
5403	6	6	200
5618	5	5	200
198	98	98	200
4	19	19	200
195	3	3	200
359	11	11	200
380	1	1	200
414	75	51	200
445	193	7	200
484	193	7	200
491	193	7	200
517	7	7	200
549	6	4	200
601	1	1	200
0	20	20	148
141	1	1	200
152	2	2	196
162	1	1	194
168	2	2	194
437	8	8	170
493	34	34	144
515	71	69	148
78	3	3	200
221	3	3	200
286	200	0	200
399	200	0	200
439	3	3	200
561	14	14	200
564	185	13	200
572	14	14	200
705	198	2	200
722	23	21	200
743	198	2	200
744	1	1	200
756	2	2	200
767	177	21	200
997	199	1	200
1005	34	28	200
80	98	98	200
82	1	1	192
164	102	98	200
316	95	95	196
326	99	97	198
334	9	9	174
381	1	1	198
431	1	1	194
523	1	1	194
531	2	2	196
563	20	20	136
573	3	3	198
676	23	23	154
964	1	1	200
1021	2	2	198
1026	28	28	128
1062	17	17	136
1129	1	1	200
271	55	41	200
495	8	8	200
645	4	4	200
755	2	2	200
779	50	38	200
793	56	40	200
841	150	38	200
892	51	39	200
920	50	38	200
1008	148	38	200
1145	51	39	200
1296	7	7	200
1520	3	3	200
1549	3	3	200
1551	3	3	200
1617	3	3	200
1708	1	1	200
1716	1	1	200
1892	197	3	200
2003	193	7	200
2006	8	6	200
2012	6	6	200
2020	7	7	200
2023	7	7	200
2049	192	6	200
2134	8	8	200
2438	3	3	200
2467	9	9	200
2651	1	1	200
2668	200	0	200
2771	2	2	200
2827	189	9	200
2836	189	9	200
2961	198	2	200
3160	150	36	200
3222	2	2	200
3705	197	3	200
3799	51	39	200
3811	149	39	200
4399	3	3	200
4428	51	39	200
4697	1	1	200
4785	200	0	200
4828	55	41	200
4990	1	1	200
5604	4	2	200
5687	94	52	200
5919	1	1	200
5997	1	1	200
6194	14	12	200
6277	3	3	200
6292	200	0	200
63	9	9	176
93	47	47	132
95	45	45	128
128	2	2	196
156	19	19	152
167	1	1	198
243	100	98	200
296	6	6	164
304	10	10	164
361	52	50	138
407	5	5	200
559	2	2	200
573	177	19	200
947	7	7	200
960	7	7	200
1433	175	25	200
1456	24	24	200
1483	1	1	200
1516	175	25	200
1555	176	24	200
1590	3	3	200
1626	26	24	200
1645	25	25	200
2043	4	4	200
2145	42	34	200
2209	34	26	200
2211	42	34	200
2219	200	0	200
2230	200	0	200
2353	5	5	200
2416	199	1	200
2419	1	1	200
2453	1	1	200
2460	199	1	200
2610	178	20	200
2867	36	28	200
2972	1	1	200
3011	1	1	200
3241	200	0	200
3289	8	8	200
3625	29	27	200
4000	5	5	200
4159	8	8	200
4162	190	10	200
4382	200	0	200
4448	6	6	200
4522	5	5	200
4523	8	8	200
4700	16	12	200
5075	8	8	200
5266	178	20	200
5280	1	1	200
5625	4	4	200
5948	200	0	200
5961	197	3	200
5971	197	3	200
6380	5	5	200
6481	5	5	200
6557	42	34	200
6610	2	2	200
6673	1	1	200
6798	3	3	200
6879	197	3	200
6947	9	9	200
6995	3	3	200
7072	20	20	200
7345	1	1	200
7368	6	6	200
7657	30	30	200
7714	4	4	200
7740	1	1	200
8122	1	1	200
8376	17	11	200
8471	4	4	200
8686	3	3	200
9020	200	0	200
9071	200	0	200
9077	200	0	200
9365	2	2	200
9411	2	2	200
9443	2	2	200
9470	2	2	200
9486	2	2	200
9501	198	2	200
9512	2	2	200
9556	10	8	200
9665	6	4	200
9725	192	8	200
9784	191	9	200
9784	28	22	200
9887	3	3	200
9888	9	9	200
9961	186	14	200
9994	186	14	200
10086	6	6	200
10248	158	36	200
10334	2	2	200
10384	200	0	200
10556	1	1	200
10898	17	11	200
11319	7	5	200
11395	7	7	200
11458	5	5	200
11579	35	33	200
11647	2	2	200
11712	200	0	200
12025	178	20	200
12375	195	5	200
12534	8	8	200
12839	1	1	200
12972	6	6	200
13185	153	37	200
13449	153	37	200
13525	6	6	200
13587	200	0	200
13894	200	0	200
14072	9	9	200
14217	5	5	200
14696	8	8	200
14858	200	0	200
14951	200	0	200
14968	200	0	200
15172	36	28	200
15282	2	2	200
15288	198	2	200
15300	2	2	200
15421	2	2	200
15599	2	2	200
15616	200	0	200
15719	4	4	200
15766	2	2	200
15814	14	14	200
15820	2	2	200
15829	198	2	200
15829	2	2	200
15840	5	5	200
15853	2	2	200
15883	1	1	200
15935	2	2	200
16087	32	28	200
16542	6	6	200
16677	1	1	200
16678	1	1	200
16734	1	1	200
17653	198	2	200
17861	198	2	200
17878	2	2	200
17907	198	2	200
17920	198	2	200
18174	2	2	200
18186	7	7	200
18354	200	0	200
18473	10	10	200
18594	3	3	200
18908	4	4	200
19280	2	2	200
19419	2	2	200
19629	1	1	200
19733	1	1	200
19981	1	1	200
20242	28	22	200
20244	1	1	200
20277	172	22	200
20289	28	22	200
20295	9	9	200
20454	8	8	200
20469	200	0	200
20522	200	0	200
20528	200	0	200
20548	200	0	200
20560	200	0	200
20587	200	0	200
20798	20	16	200
21007	8	8	200
21008	8	8	200
21042	5	5	200
21076	193	7	200
21081	8	8	200
21093	1	1	200
21095	192	8	200
21099	8	8	200
21102	6	6	200
21140	7	7	200
21238	200	0	200
21250	200	0	200
21808	200	0	200
21823	3	3	200
21886	8	8	200
21898	28	22	200
22054	2	2	200
22457	1	1	200
22699	5	5	200
22838	6	6	200
23252	199	1	200
23261	1	1	200
23423	8	8	200
23471	8	8	200
23548	9	9	200
23553	190	10	200
23651	1	1	200
23799	6	6	200
23862	8	8	200
24068	5	5	200
24272	200	0	200
24341	8	8	200
24397	2	2	200
24514	8	8	200
24644	199	1	200
24784	5	5	200
24852	2	2	200
24953	182	10	200
25245	35	33	200
25358	1	1	200
25360	4	4	200
25449	1	1	200
25535	1	1	200
25686	3	3	200
25689	8	8	200
25781	1	1	200
26315	200	0	200
26656	200	0	200
26658	200	0	200
26685	200	0	200
26686	200	0	200
26853	3	3	200
26921	192	8	200
27179	171	29	200
27265	3	1	200
27298	30	30	200
27324	29	29	200
27351	1	1	200
27540	4	4	200
27579	160	28	200
27614	161	27	200
27756	19	19	200
27782	20	20	200
27786	3	3	200
27827	4	4	200
27848	200	0	200
27925	4	4	200
28043	2	2	200
28244	22	18	200
28439	2	2	200
28475	178	20	200
28880	3	3	200
28919	10	10	200
29135	3	3	200
29255	199	1	200
29273	1	1	200
29284	7	7	200
29332	9	9	200
29781	2	2	200
30016	2	2	200
30101	1	1	200
30119	1	1	200
30137	199	1	200
30154	199	1	200
30231	199	1	200
30249	199	1	200
30394	178	20	200
30476	200	0	200
30495	200	0	200
30658	200	0	200
30781	64	44	200
30843	200	0	200
30894	200	0	200
30995	2	2	200
31039	7	7	200
31104	6	6	200
31427	10	8	200
31461	37	29	200
31506	6	6	200
31562	194	6	200
31597	6	6	200
31618	6	6	200
31637	195	5	200
31790	200	0	200
31805	5	5	200
31952	30	30	200
31976	169	29	200
31993	31	27	200
32379	10	10	200
32379	10	10	200
32388	10	10	200
32467	190	10	200
32801	3	3	200
33212	200	0	200
33221	200	0	200
33245	3	3	200
33251	195	5	200
33328	30	30	200
33408	28	22	200
33686	1	1	200
33851	1	1	200
33893	6	6	200
33933	7	7	200
33934	193	7	200
33942	193	7	200
33996	9	9	200
34087	152	38	200
34152	1	1	200
34256	192	8	200
34327	11	11	200
34618	42	34	200
34857	200	0	200
34878	200	0	200
34954	200	0	200
35102	3	3	200
35303	1	1	200
35332	3	3	200
35462	1	1	200
35486	4	4	200
35936	1	1	200
35975	8	8	200
36078	200	0	200
36081	200	0	200
36111	3	3	200
36140	200	0	200
36220	1	1	200
36258	200	0	200
36445	5	3	200
36507	1	1	200
36537	5	5	200
36980	1	1	200
37337	189	11	200
37362	189	11	200
37373	11	11	200
37424	11	11	200
37450	11	11	200
37465	6	4	200
37527	12	10	200
37722	1	1	200
37761	2	2	200
37846	1	1	200
37894	7	7	200
37906	192	8	200
37938	200	0	200
38128	177	21	200
38193	199	1	200
38205	8	8	200
38248	1	1	200
38270	8	8	200
38781	8	8	200
38831	178	20	200
38850	200	0	200
38858	5	5	200
38908	200	0	200
39151	1	1	200
39189	5	3	200
39210	195	5	200
