pos	ac	het	n	block
455338	200	0	200	SC_b50
455456	2	2	200	SC_b50
455672	2	2	200	SC_b50
455783	10	10	200	SC_b50
455785	193	7	200	SC_b50
455808	193	7	200	SC_b50
455818	7	7	200	SC_b50
455832	7	7	200	SC_b50
455899	15	15	200	SC_b50
455935	15	15	200	SC_b50
456202	120	42	200	SC_b50
456356	1	1	200	SC_b50
456445	200	0	200	SC_b50
456656	11	9	200	SC_b50
456956	7	7	200	SC_b50
457289	7	7	200	SC_b50
457417	72	38	200	SC_b50
457693	5	5	200	SC_b50
457737	72	38	200	SC_b50
457756	1	1	200	SC_b50
457854	8	8	200	SC_b50
458044	2	2	200	SC_b50
458103	2	2	200	SC_b50
458143	199	1	200	SC_b50
458157	1	1	200	SC_b50
458165	1	1	200	SC_b50
458204	199	1	200	SC_b50
458218	2	0	200	SC_b50
458248	1	1	200	SC_b50
458261	1	1	200	SC_b50
458350	1	1	200	SC_b50
458367	200	0	200	SC_b50
458385	200	0	200	SC_b50
458477	200	0	200	SC_b50
458508	98	98	200	SV_b50
458606	43	43	146	SV_b50
458868	8	8	154	SV_b50
459035	53	51	148	SV_b50
459146	2	2	184	SV_b50
459194	1	1	196	SV_b50
459271	65	65	162	SV_b50
459392	4	4	174	SV_b50
459485	17	17	176	SV_b50
459508	66	64	156	SV_b50
459528	11	11	158	SV_b50
459561	69	67	158	SV_b50
459589	69	69	158	SV_b50
459591	13	13	160	SV_b50
459598	7	7	178	SV_b50
459612	8	8	150	SV_b50
459614	69	67	160	SV_b50
459633	1	1	178	SV_b50
459731	1	1	200	SV_b50
459888	1	1	198	SV_b50
460024	15	15	164	SV_b50
460032	1	1	198	SV_b50
460100	101	99	200	SV_b50
460226	4	4	178	SV_b50
460257	1	1	200	SV_b50
460266	5	5	190	SV_b50
460278	14	14	160	SV_b50
460348	8	8	168	SV_b50
460452	16	16	136	SV_b50
460567	4	4	180	SV_b50
460688	1	1	200	SV_b50
460762	10	10	152	SV_b50
460851	2	2	200	SC_b51
460925	22	22	200	SC_b51
460949	21	21	200	SC_b51
461016	53	39	200	SC_b51
461058	178	22	200	SC_b51
461151	1	1	200	SC_b51
461330	23	21	200	SC_b51
461487	179	21	200	SC_b51
461556	178	22	200	SC_b51
461955	5	5	176	SV_b51
462322	200	0	200	SC_b52
462373	108	52	200	SC_b52
462411	14	14	200	SC_b52
462653	109	51	200	SC_b52
462737	30	28	200	SC_b52
462756	1	1	200	SC_b52
462845	173	25	200	SC_b52
462897	200	0	200	SC_b52
462899	200	0	200	SC_b52
463464	3	3	200	SC_b52
463484	200	0	200	SC_b52
463585	91	53	200	SC_b52
463797	200	0	200	SC_b52
463870	89	51	200	SC_b52
463898	12	12	200	SC_b52
463912	1	1	200	SC_b52
464170	1	1	200	SC_b52
464436	109	53	200	SC_b52
464642	46	30	200	SC_b52
464648	44	34	200	SC_b52
464728	7	7	200	SC_b52
464770	13	13	200	SC_b52
464897	110	50	200	SC_b52
464899	195	5	200	SC_b52
464914	5	5	200	SC_b52
465187	200	0	200	SC_b52
465227	200	0	200	SC_b52
465608	16	14	200	SC_b52
465617	4	4	200	SC_b52
465659	109	53	200	SC_b52
465673	7	7	200	SC_b52
465712	32	28	200	SC_b52
465768	14	14	200	SC_b52
465941	47	31	200	SC_b52
465991	111	51	200	SC_b52
466037	4	4	200	SC_b52
466045	196	4	200	SC_b52
466065	4	4	200	SC_b52
466076	4	4	200	SC_b52
466285	109	53	200	SC_b52
466304	2	2	200	SC_b52
466469	5	5	200	SC_b52
466533	110	52	200	SC_b52
466543	2	2	200	SC_b52
466769	2	2	200	SC_b52
466833	107	51	200	SC_b52
466867	198	2	200	SC_b52
466961	4	4	200	SC_b52
467123	98	98	200	SV_b52
467212	102	98	200	SV_b52
467435	5	5	196	SV_b52
467438	35	35	152	SV_b52
467628	100	98	200	SV_b52
467762	5	5	200	SC_b53
467800	198	2	200	SC_b53
467804	198	2	200	SC_b53
467871	5	3	200	SC_b53
467880	195	3	200	SC_b53
467940	3	3	200	SC_b53
467967	3	3	200	SC_b53
468037	3	3	200	SC_b53
468135	2	2	200	SC_b53
468333	200	0	200	SC_b53
468341	200	0	200	SC_b53
468403	37	25	200	SC_b53
468565	85	45	200	SC_b53
468673	4	4	200	SC_b53
468835	87	45	200	SC_b53
469120	6	4	200	SC_b53
469167	33	25	200	SC_b53
469197	167	25	200	SC_b53
469220	167	25	200	SC_b53
469380	2	2	194	SV_b53
469475	17	17	148	SV_b53
469509	21	21	142	SV_b53
469571	16	16	142	SV_b53
469585	6	6	176	SV_b53
469621	22	20	120	SV_b53
470323	3	3	200	SC_b54
470466	200	0	200	SC_b54
470841	124	42	200	SC_b54
471340	200	0	200	SC_b54
471551	34	28	200	SC_b54
471725	7	7	200	SC_b54
471847	73	43	200	SC_b54
471873	199	1	200	SC_b54
471885	199	1	200	SC_b54
471902	1	1	200	SC_b54
471938	6	6	200	SC_b54
472152	73	43	200	SC_b54
472210	34	28	200	SC_b54
472514	1	1	200	SC_b54
472712	70	46	200	SC_b54
472775	9	9	200	SC_b54
472903	199	1	200	SC_b54
472908	1	1	200	SC_b54
472929	72	44	200	SC_b54
473239	12	10	200	SC_b54
473245	1	1	200	SC_b54
473288	195	5	200	SC_b54
473297	5	5	200	SC_b54
473439	3	3	200	SC_b54
473451	3	3	200	SC_b54
473454	197	3	200	SC_b54
473468	197	3	200	SC_b54
473508	3	3	200	SC_b54
473628	92	48	200	SC_b54
473631	200	0	200	SC_b54
473939	129	43	200	SC_b54
474040	128	42	200	SC_b54
474359	198	2	200	SC_b54
474417	198	2	200	SC_b54
474486	2	2	200	SC_b54
474527	1	1	200	SC_b54
474597	72	44	200	SC_b54
474703	2	2	200	SC_b54
474730	1	1	200	SC_b54
474759	197	3	200	SC_b54
474767	1	1	200	SC_b54
474779	3	3	200	SC_b54
474814	197	3	200	SC_b54
474823	3	3	200	SC_b54
474855	99	49	200	SC_b54
474857	197	3	200	SC_b54
474870	197	3	200	SC_b54
474919	197	3	200	SC_b54
474966	197	3	200	SC_b54
475075	197	3	200	SC_b54
475078	197	3	200	SC_b54
475101	197	3	200	SC_b54
475106	197	3	200	SC_b54
475124	3	3	200	SC_b54
475173	200	0	200	SC_b54
475232	2	2	200	SC_b54
475368	75	41	200	SC_b54
475452	1	1	200	SC_b54
475467	1	1	200	SC_b54
475481	128	44	200	SC_b54
475487	128	44	200	SC_b54
475518	129	43	200	SC_b54
475673	26	22	200	SC_b54
475826	197	3	200	SC_b54
475827	3	3	200	SC_b54
476001	199	1	200	SC_b54
476061	1	1	200	SC_b54
476177	6	6	200	SC_b54
476496	74	74	166	SV_b54
476709	5	5	194	SV_b54
476932	200	0	200	SC_b55
476991	197	3	200	SC_b55
477004	3	3	200	SC_b55
477112	71	47	200	SC_b55
477144	16	16	200	SC_b55
477230	15	15	200	SC_b55
477276	16	16	200	SC_b55
477281	185	15	200	SC_b55
477361	200	0	200	SC_b55
477367	200	0	200	SC_b55
477373	200	0	200	SC_b55
477433	200	0	200	SC_b55
477450	200	0	200	SC_b55
477513	7	5	200	SC_b55
477608	177	21	200	SC_b55
477627	24	20	200	SC_b55
477744	177	21	200	SC_b55
477775	23	21	200	SC_b55
477778	177	21	200	SC_b55
477830	3	3	194	SV_b55
477921	5	5	184	SV_b55
477992	5	5	186	SV_b55
478235	20	18	200	SC_b56
478244	8	8	200	SC_b56
478277	63	39	200	SC_b56
478499	30	26	200	SC_b56
478502	1	1	200	SC_b56
478892	200	0	200	SC_b56
479093	18	16	200	SC_b56
479204	6	6	178	SV_b56
479270	5	5	180	SV_b56
479317	14	14	166	SV_b56
479329	32	32	140	SV_b56
479401	1	1	192	SV_b56
479583	1	1	190	SV_b56
479586	2	2	190	SV_b56
479670	89	87	186	SV_b56
479678	2	2	196	SV_b56
479705	33	33	144	SV_b56
479753	16	16	164	SV_b56
479760	3	3	188	SV_b56
479763	1	1	194	SV_b56
479875	97	95	196	SV_b56
479885	10	8	160	SV_b56
479888	36	36	128	SV_b56
479983	4	4	200	SC_b57
480000	3	3	200	SC_b57
480013	2	2	200	SC_b57
480252	8	8	200	SC_b57
480413	200	0	200	SC_b57
480471	200	0	200	SC_b57
480527	48	32	200	SC_b57
480609	200	0	200	SC_b57
480704	46	30	200	SC_b57
480860	6	6	200	SC_b57
481001	200	0	200	SC_b57
481058	2	2	200	SC_b57
481139	6	6	200	SC_b57
481251	6	6	200	SC_b57
481347	200	0	200	SC_b57
481382	200	0	200	SC_b57
481567	194	6	200	SC_b57
481870	45	35	200	SC_b57
481917	200	0	200	SC_b57
481941	39	31	200	SC_b57
481953	200	0	200	SC_b57
482018	193	7	200	SC_b57
482097	200	0	200	SC_b57
482157	1	1	200	SC_b57
482243	49	33	200	SC_b57
482408	200	0	200	SC_b57
482631	198	2	200	SC_b57
482943	6	6	200	SC_b57
483510	1	1	200	SC_b57
483766	194	6	200	SC_b57
483826	20	20	200	SC_b57
483854	6	6	200	SC_b57
483861	6	6	200	SC_b57
483914	21	21	200	SC_b57
483975	179	21	200	SC_b57
483995	38	32	200	SC_b57
484074	179	21	200	SC_b57
484208	200	0	200	SC_b57
484281	42	26	200	SC_b57
484288	193	5	200	SC_b57
484430	3	3	194	SV_b57
484523	10	10	158	SV_b57
484548	11	11	158	SV_b57
484564	67	65	148	SV_b57
484580	7	7	152	SV_b57
484630	28	28	152	SV_b57
484700	31	31	162	SV_b57
484746	3	3	190	SV_b57
485000	2	2	198	SV_b57
485105	3	3	172	SV_b57
485228	98	96	198	SV_b57
485270	2	2	182	SV_b57
485355	1	1	196	SV_b57
485641	200	0	200	SC_b58
485653	1	1	200	SC_b58
485686	18	18	200	SC_b58
485720	200	0	200	SC_b58
485856	83	47	200	SC_b58
486021	194	6	200	SC_b58
486149	171	25	200	SC_b58
486288	2	2	200	SC_b58
486366	42	36	200	SC_b58
486487	2	2	200	SC_b58
486702	1	1	200	SC_b58
486826	1	1	200	SC_b58
487518	85	47	200	SC_b58
487705	1	1	200	SC_b58
487970	74	52	200	SC_b58
488273	2	2	200	SC_b58
488645	55	39	200	SC_b58
488820	10	10	200	SC_b58
488990	28	26	200	SC_b58
489003	84	46	200	SC_b58
489034	115	47	200	SC_b58
489174	11	11	160	SV_b58
489270	1	1	198	SV_b58
489509	1	1	198	SV_b58
489514	32	30	122	SV_b58
489608	10	10	152	SV_b58
489777	1	1	198	SV_b58
489816	1	1	198	SV_b58
489863	95	95	194	SV_b58
489960	7	7	148	SV_b58
490015	100	98	200	SV_b58
490204	5	5	190	SV_b58
490214	1	1	198	SV_b58
490321	5	5	168	SV_b58
490338	100	100	200	SV_b58
490411	96	90	194	SV_b58
490560	29	29	160	SV_b58
490652	100	100	200	SV_b58
490673	17	17	162	SV_b58
490768	12	10	152	SV_b58
490870	92	90	186	SV_b58
490920	84	82	176	SV_b58
491016	96	46	200	SC_b59
491157	102	46	200	SC_b59
491212	104	46	200	SC_b59
491222	104	46	200	SC_b59
491593	200	0	200	SC_b59
491642	4	4	200	SC_b59
491647	11	11	200	SC_b59
491804	36	30	200	SC_b59
491977	22	20	200	SC_b59
492074	200	0	200	SC_b59
492429	1	1	200	SC_b59
492430	198	2	200	SC_b59
492456	2	2	200	SC_b59
492689	3	3	200	SC_b59
492840	163	31	200	SC_b59
492996	163	31	200	SC_b59
493297	200	0	200	SC_b59
493634	5	5	182	SV_b59
493704	1	1	194	SV_b59
493738	1	1	200	SV_b59
493879	1	1	200	SV_b59
493975	4	4	192	SV_b59
494145	1	1	198	SV_b59
494253	4	4	168	SV_b59
494311	22	22	146	SV_b59
494469	1	1	198	SV_b59
494623	1	1	194	SV_b59
494705	25	23	200	SC_b60
494766	3	3	200	SC_b60
494772	186	12	200	SC_b60
494924	3	3	200	SC_b60
495009	55	47	200	SC_b60
495015	176	22	200	SC_b60
495075	63	49	200	SC_b60
495079	1	1	200	SC_b60
495107	176	22	200	SC_b60
495164	8	8	200	SC_b60
495219	55	47	200	SC_b60
495290	175	21	200	SC_b60
495304	1	1	200	SC_b60
495394	2	2	200	SC_b60
495411	13	13	200	SC_b60
495413	18	18	200	SC_b60
495445	144	48	200	SC_b60
495540	142	46	200	SC_b60
495587	1	1	200	SC_b60
495594	137	47	200	SC_b60
495615	1	1	200	SC_b60
495644	63	47	200	SC_b60
495681	18	18	200	SC_b60
495707	64	48	200	SC_b60
495712	1	1	200	SC_b60
495746	1	1	200	SC_b60
495835	200	0	200	SC_b60
495869	1	1	200	SC_b60
495874	144	48	200	SC_b60
495964	20	18	200	SC_b60
496095	2	2	200	SC_b60
496119	86	52	200	SC_b60
496134	56	48	200	SC_b60
496232	144	48	200	SC_b60
496252	8	8	200	SC_b60
496260	145	47	200	SC_b60
496374	199	1	200	SC_b60
496441	15	15	200	SC_b60
496494	2	2	200	SC_b60
496554	42	38	200	SC_b60
496726	3	3	200	SC_b60
496752	8	8	200	SC_b60
496765	200	0	200	SC_b60
496865	2	2	200	SC_b60
496917	146	46	200	SC_b60
497096	64	48	200	SC_b60
497118	65	49	200	SC_b60
497454	6	6	200	SC_b60
497632	3	3	200	SC_b60
498044	5	5	200	SC_b60
498132	141	43	200	SC_b60
498350	4	4	200	SC_b60
498581	17	17	200	SC_b60
498587	144	48	200	SC_b60
498661	144	48	200	SC_b60
498702	57	47	200	SC_b60
498772	143	47	200	SC_b60
499076	200	0	200	SC_b60
499328	144	48	200	SC_b60
499511	48	42	200	SC_b60
499528	7	7	200	SC_b60
499670	62	48	200	SC_b60
499961	1	1	200	SC_b60
500010	200	0	200	SC_b60
500026	198	2	200	SC_b60
500138	27	25	200	SC_b60
500139	1	1	200	SC_b60
500190	1	1	200	SC_b60
500198	85	53	200	SC_b60
500208	4	4	200	SC_b60
500264	27	25	200	SC_b60
500406	1	1	200	SC_b60
500437	199	1	200	SC_b60
500455	12	12	200	SC_b60
500457	199	1	200	SC_b60
500592	6	6	200	SC_b60
500646	56	48	200	SC_b60
500684	200	0	200	SC_b60
500731	3	3	200	SC_b60
500795	83	53	200	SC_b60
500892	136	50	200	SC_b60
500901	56	48	200	SC_b60
501140	1	1	200	SC_b60
501220	3	3	200	SC_b60
501366	62	50	200	SC_b60
501395	17	17	200	SC_b60
501479	1	1	200	SC_b60
501490	19	17	200	SC_b60
501570	18	16	200	SC_b60
501574	18	18	200	SC_b60
501577	18	18	200	SC_b60
501634	39	35	200	SC_b60
501673	182	18	200	SC_b60
501739	143	45	200	SC_b60
501768	21	19	200	SC_b60
501775	180	20	200	SC_b60
501791	2	2	200	SC_b60
501932	144	48	200	SC_b60
502373	2	2	200	SC_b60
502568	2	2	200	SC_b60
503247	60	50	200	SC_b60
503253	56	48	200	SC_b60
503443	144	48	200	SC_b60
503675	20	18	200	SC_b60
503727	145	47	200	SC_b60
503855	40	34	200	SC_b60
503885	63	49	200	SC_b60
503886	38	32	200	SC_b60
503888	125	55	200	SC_b60
503894	38	34	200	SC_b60
503898	38	36	200	SC_b60
503922	83	55	200	SC_b60
503925	5	5	200	SC_b60
503932	144	48	200	SC_b60
503938	143	47	200	SC_b60
503952	143	47	200	SC_b60
503958	144	48	200	SC_b60
504004	198	2	200	SC_b60
504027	62	48	200	SC_b60
504053	18	18	200	SC_b60
504277	3	3	200	SC_b60
504279	197	3	200	SC_b60
504413	1	1	200	SC_b60
504627	5	5	200	SC_b60
504640	143	47	200	SC_b60
504959	144	48	200	SC_b60
505131	91	91	190	SV_b60
505189	2	2	180	SV_b60
505459	9	9	180	SV_b60
505470	7	7	170	SV_b60
505721	1	1	198	SV_b60
505816	1	1	186	SV_b60
505825	75	75	166	SV_b60
506109	1	1	190	SV_b60
506259	99	97	200	SV_b60
506285	98	98	200	SV_b60
506299	30	28	130	SV_b60
506307	1	1	192	SV_b60
506338	98	96	198	SV_b60
506469	15	15	176	SV_b60
506490	102	98	200	SV_b60
506581	34	34	132	SV_b60
506637	55	55	150	SV_b60
506671	14	14	160	SV_b60
506698	2	2	190	SV_b60
506724	63	63	156	SV_b60
506776	1	1	196	SV_b60
506832	98	96	194	SV_b60
506839	99	95	198	SV_b60
506890	1	1	198	SV_b60
506894	15	15	132	SV_b60
506915	9	9	158	SV_b60
506941	46	44	144	SV_b60
507115	1	1	198	SV_b60
507437	1	1	188	SV_b60
507616	2	2	198	SV_b60
507671	18	18	148	SV_b60
508064	5	5	200	SC_b61
508093	5	5	200	SC_b61
508392	2	2	200	SC_b61
508408	3	3	200	SC_b61
508509	2	2	200	SC_b61
508542	3	3	200	SC_b61
508571	21	19	200	SC_b61
508575	178	20	200	SC_b61
508595	177	19	200	SC_b61
508619	22	20	200	SC_b61
508654	200	0	200	SC_b61
508774	4	4	200	SC_b61
508886	4	4	200	SC_b61
509335	1	1	200	SC_b61
509475	26	24	200	SC_b61
509537	2	2	200	SC_b61
510232	57	47	200	SC_b61
510467	32	30	200	SC_b61
510472	1	1	200	SC_b61
510473	1	1	200	SC_b61
510496	1	1	200	SC_b61
510643	7	7	200	SC_b61
510689	1	1	200	SC_b61
510766	1	1	200	SC_b61
510790	3	3	200	SC_b61
510958	177	21	200	SC_b61
511253	26	26	146	SV_b61
511285	1	1	200	SV_b61
511790	3	3	194	SV_b61
511997	1	1	200	SV_b61
512079	14	14	148	SV_b61
512377	97	93	194	SV_b61
512385	22	22	168	SV_b61
512419	9	9	190	SV_b61
512510	96	94	192	SV_b61
512642	1	1	200	SC_b62
513026	3	3	200	SC_b62
513053	11	11	200	SC_b62
513110	197	3	200	SC_b62
513114	12	12	200	SC_b62
513142	3	3	200	SC_b62
513165	12	12	200	SC_b62
513172	197	3	200	SC_b62
513190	197	3	200	SC_b62
513294	2	2	200	SC_b62
513400	1	1	200	SC_b62
513488	115	53	200	SC_b62
513549	86	52	200	SC_b62
513564	116	54	200	SC_b62
513589	114	52	200	SC_b62
513598	84	54	200	SC_b62
513618	9	9	200	SC_b62
513633	116	52	200	SC_b62
513649	116	52	200	SC_b62
513674	84	52	200	SC_b62
513844	91	51	200	SC_b62
513877	200	0	200	SC_b62
513905	2	2	200	SC_b62
514029	11	11	200	SC_b62
514303	6	6	200	SC_b62
514312	200	0	200	SC_b62
514358	2	2	200	SC_b62
514520	2	2	200	SC_b62
514547	200	0	200	SC_b62
514713	11	11	200	SC_b62
514729	189	11	200	SC_b62
514863	200	0	200	SC_b62
514959	200	0	200	SC_b62
514988	200	0	200	SC_b62
515042	1	1	200	SC_b62
515258	8	8	200	SC_b62
515353	35	29	200	SC_b62
515459	9	9	200	SC_b62
515505	41	29	200	SC_b62
515860	2	2	200	SC_b62
515941	11	11	200	SC_b62
516143	4	4	200	SC_b62
516264	195	5	200	SC_b62
516285	5	5	200	SC_b62
516302	5	5	200	SC_b62
516314	195	5	200	SC_b62
516318	195	5	200	SC_b62
516329	2	2	200	SC_b62
516439	1	1	200	SC_b62
516469	84	54	200	SC_b62
516491	27	27	200	SC_b62
516530	2	2	200	SC_b62
516683	1	1	200	SC_b62
516912	92	50	200	SC_b62
517143	3	3	200	SC_b62
517195	4	4	200	SC_b62
517533	2	2	200	SC_b62
517620	9	9	200	SC_b62
518034	1	1	200	SC_b62
518093	50	32	200	SC_b62
518239	12	10	200	SC_b62
518363	10	10	200	SC_b62
518406	4	4	200	SC_b62
518437	39	31	200	SC_b62
518652	4	4	200	SC_b62
518792	1	1	200	SC_b62
518938	1	1	200	SC_b62
518981	10	10	200	SC_b62
519109	11	11	200	SC_b62
519133	2	2	200	SC_b62
519303	3	3	200	SC_b62
519359	3	3	200	SC_b62
519385	147	35	200	SC_b62
519442	3	3	200	SC_b62
519493	13	13	200	SC_b62
519497	4	4	200	SC_b62
519601	3	3	200	SC_b62
519604	197	3	200	SC_b62
519627	199	1	200	SC_b62
519724	8	6	200	SC_b62
519832	4	4	200	SC_b62
519866	93	49	200	SC_b62
520162	52	40	200	SC_b62
520254	53	41	200	SC_b62
520269	53	41	200	SC_b62
520308	148	40	200	SC_b62
520317	146	40	200	SC_b62
520351	147	41	200	SC_b62
520373	146	40	200	SC_b62
520496	11	11	200	SC_b62
520514	12	12	200	SC_b62
520570	13	13	200	SC_b62
520704	2	2	200	SC_b62
520755	1	1	200	SC_b62
520851	5	5	200	SC_b62
520987	11	11	200	SC_b62
521020	12	12	200	SC_b62
521022	3	3	200	SC_b62
521038	25	25	200	SC_b62
521064	81	49	200	SC_b62
521207	190	10	200	SC_b62
521239	11	11	200	SC_b62
521259	189	11	200	SC_b62
521343	24	24	200	SC_b62
521396	200	0	200	SC_b62
521408	2	2	200	SC_b62
521609	1	1	200	SC_b62
521716	4	4	200	SC_b62
521730	91	51	200	SC_b62
521760	4	2	200	SC_b62
522037	3	3	200	SC_b62
522256	37	31	200	SC_b62
522284	3	3	200	SC_b62
522300	9	9	200	SC_b62
522405	93	49	200	SC_b62
522460	2	2	200	SC_b62
522477	90	48	200	SC_b62
522624	82	50	200	SC_b62
522643	82	48	200	SC_b62
522648	1	1	200	SC_b62
522739	12	12	200	SC_b62
522744	187	13	200	SC_b62
523002	1	1	200	SC_b62
523019	82	50	200	SC_b62
523177	3	3	200	SC_b62
523280	2	2	200	SC_b62
523546	90	48	200	SC_b62
524216	3	3	200	SC_b62
524263	13	11	200	SC_b62
524406	11	11	200	SC_b62
524419	1	1	200	SC_b62
524534	91	51	200	SC_b62
524546	4	4	200	SC_b62
524550	9	9	200	SC_b62
524826	4	4	200	SC_b62
525032	13	13	200	SC_b62
525105	5	5	200	SC_b62
525112	10	10	200	SC_b62
525118	189	11	200	SC_b62
525214	11	11	200	SC_b62
525221	189	11	200	SC_b62
525381	91	51	200	SC_b62
525486	81	51	200	SC_b62
525826	105	53	200	SC_b62
525831	106	52	200	SC_b62
526017	4	4	200	SC_b62
526023	27	27	200	SC_b62
526264	54	36	200	SC_b62
526307	28	26	200	SC_b62
526319	27	27	200	SC_b62
526462	14	12	200	SC_b62
526557	2	2	200	SC_b62
526622	80	50	200	SC_b62
526732	1	1	200	SC_b62
527183	4	4	200	SC_b62
527234	12	12	200	SC_b62
527245	1	1	200	SC_b62
527312	38	32	200	SC_b62
527355	3	3	200	SC_b62
527406	200	0	200	SC_b62
527627	38	32	200	SC_b62
527660	199	1	200	SC_b62
527682	199	1	200	SC_b62
527694	1	1	200	SC_b62
527758	199	1	200	SC_b62
527759	199	1	200	SC_b62
527836	103	53	200	SC_b62
527900	9	9	200	SC_b62
527939	95	53	200	SC_b62
527965	12	12	200	SC_b62
527991	103	53	200	SC_b62
528094	96	54	200	SC_b62
528111	95	53	200	SC_b62
528128	11	11	200	SC_b62
528132	104	54	200	SC_b62
528171	5	5	200	SC_b62
528275	5	5	200	SC_b62
528407	2	2	200	SC_b62
528683	3	3	200	SC_b62
528691	52	40	200	SC_b62
528754	25	25	200	SC_b62
528798	1	1	200	SC_b62
528858	8	6	200	SC_b62
528864	191	9	200	SC_b62
528887	53	39	200	SC_b62
528958	4	4	200	SC_b62
529176	3	3	200	SC_b62
529339	50	32	200	SC_b62
529352	1	1	200	SC_b62
529472	82	50	200	SC_b62
529658	91	51	200	SC_b62
529763	13	13	200	SC_b62
530086	95	51	200	SC_b62
530123	13	13	200	SC_b62
530181	12	12	200	SC_b62
530192	42	38	200	SC_b62
530223	81	51	200	SC_b62
530558	178	20	200	SC_b62
530627	11	11	200	SC_b62
530720	2	2	200	SC_b62
530799	200	0	200	SC_b62
530856	1	1	200	SC_b62
530906	1	1	200	SC_b62
530916	197	3	200	SC_b62
530926	3	3	200	SC_b62
530939	13	11	200	SC_b62
530990	2	2	196	SV_b62
531016	40	40	162	SV_b62
531045	1	1	196	SV_b62
531048	16	16	156	SV_b62
531265	3	3	194	SV_b62
531275	1	1	196	SV_b62
531305	21	21	142	SV_b62
531511	20	20	152	SV_b62
531573	2	2	194	SV_b62
531652	1	1	190	SV_b62
531715	24	24	148	SV_b62
531878	35	27	200	SC_b63
531987	36	28	200	SC_b63
532022	31	27	200	SC_b63
532046	17	13	200	SC_b63
532067	7	7	200	SC_b63
532280	7	5	200	SC_b63
532357	4	4	200	SC_b63
532553	37	27	200	SC_b63
532560	165	27	200	SC_b63
532609	16	14	200	SC_b63
532682	36	28	200	SC_b63
533095	163	27	200	SC_b63
533126	35	27	200	SC_b63
533162	36	28	200	SC_b63
533184	2	2	200	SC_b63
533191	164	28	200	SC_b63
533208	36	28	200	SC_b63
533277	36	26	200	SC_b63
533308	1	1	200	SC_b63
533395	200	0	200	SC_b63
533435	35	27	200	SC_b63
533443	200	0	200	SC_b63
533557	36	28	200	SC_b63
533645	37	25	200	SC_b63
533659	200	0	200	SC_b63
533691	19	15	200	SC_b63
533696	200	0	200	SC_b63
533754	1	1	200	SC_b63
533848	11	11	200	SC_b63
533882	36	28	200	SC_b63
533946	164	28	200	SC_b63
534229	181	15	200	SC_b63
534299	6	6	200	SC_b63
534301	7	7	200	SC_b63
534516	36	28	200	SC_b63
534662	199	1	200	SC_b63
534801	2	2	200	SC_b63
534823	1	1	200	SC_b63
534825	199	1	200	SC_b63
534845	2	2	200	SC_b63
534878	36	28	200	SC_b63
534914	166	26	200	SC_b63
534916	1	1	200	SC_b63
534942	1	1	200	SC_b63
534975	36	28	200	SC_b63
535023	1	1	200	SC_b63
535184	32	28	200	SC_b63
535268	36	28	200	SC_b63
535343	94	56	200	SC_b63
535359	93	57	200	SC_b63
535416	72	44	200	SC_b63
535533	94	56	200	SC_b63
535554	106	56	200	SC_b63
535567	19	15	200	SC_b63
535574	5	5	200	SC_b63
535755	19	19	200	SC_b63
535796	38	26	200	SC_b63
535812	164	28	200	SC_b63
536175	1	1	200	SC_b63
536197	36	28	200	SC_b63
536218	36	28	200	SC_b63
536449	164	28	200	SC_b63
536519	198	2	200	SC_b63
536581	1	1	200	SC_b63
536927	36	28	200	SC_b63
536980	36	28	200	SC_b63
536997	165	27	200	SC_b63
537010	88	52	200	SC_b63
537048	105	55	200	SC_b63
537316	164	28	200	SC_b63
537422	2	2	200	SC_b63
537427	6	6	200	SC_b63
537588	6	6	200	SC_b63
537649	6	6	200	SC_b63
537714	1	1	200	SC_b63
537771	31	27	200	SC_b63
537791	31	27	200	SC_b63
537856	134	50	200	SC_b63
537859	131	51	200	SC_b63
538050	1	1	200	SC_b63
538349	36	28	200	SC_b63
538546	165	27	200	SC_b63
538548	35	27	200	SC_b63
538611	200	0	200	SC_b63
538626	200	0	200	SC_b63
538630	20	20	200	SC_b63
538721	17	13	200	SC_b63
538800	166	26	200	SC_b63
538898	20	20	200	SC_b63
538911	36	28	200	SC_b63
538991	36	28	200	SC_b63
539018	37	27	200	SC_b63
539044	163	27	200	SC_b63
539071	38	26	200	SC_b63
539084	163	27	200	SC_b63
539094	1	1	200	SC_b63
539335	37	27	200	SC_b63
539358	164	28	200	SC_b63
539398	35	27	200	SC_b63
539466	1	1	200	SC_b63
539537	36	26	200	SC_b63
539574	165	27	200	SC_b63
539658	32	28	200	SC_b63
539703	93	57	200	SC_b63
539739	92	56	200	SC_b63
539777	71	45	200	SC_b63
539787	36	28	200	SC_b63
539821	33	27	200	SC_b63
539972	36	28	200	SC_b63
540093	200	0	200	SC_b63
540134	164	28	200	SC_b63
540170	166	26	200	SC_b63
540188	164	28	200	SC_b63
540197	2	2	200	SC_b63
540245	1	1	200	SC_b63
540346	200	0	200	SC_b63
540508	36	28	200	SC_b63
540531	37	27	200	SC_b63
541019	1	1	200	SC_b63
541087	36	28	200	SC_b63
541183	17	13	200	SC_b63
541462	200	0	200	SC_b63
541541	164	26	200	SC_b63
541835	164	28	200	SC_b63
541855	164	28	200	SC_b63
541956	200	0	200	SC_b63
541959	2	2	200	SC_b63
541980	36	28	200	SC_b63
542147	36	28	200	SC_b63
542181	157	31	200	SC_b63
542309	164	28	200	SC_b63
542371	162	26	200	SC_b63
